Date : 2026-03-24 01:14:17
Directory : c:\omnora OS
Total : 826 files,  178742 codes, 4322 comments, 16345 blanks, all 199409 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\omnora OS\frontend\src\config\firebase.ts                                  | TypeScript         |         60 |          4 |          5 |         69 |
| c:\omnora OS\frontend\src\constants.ts                                        | TypeScript         |          1 |          0 |          1 |          2 |
| c:\omnora OS\frontend\src\context\AuthContext.tsx                             | TypeScript JSX     |        294 |         20 |         41 |        355 |
| c:\omnora OS\frontend\src\context\BuilderContext.tsx                          | TypeScript JSX     |        989 |          3 |        126 |      1,118 |
| c:\omnora OS\frontend\src\context\CustomerAuthContext.tsx                     | TypeScript JSX     |        125 |          6 |         26 |        157 |
| c:\omnora OS\frontend\src\context\MediaStoreContext.tsx                       | TypeScript JSX     |         93 |          8 |         14 |        115 |
| c:\omnora OS\frontend\src\context\MerchantAuthContext.tsx                     | TypeScript JSX     |         87 |          3 |         14 |        104 |
| c:\omnora OS\frontend\src\context\OmnoraContext.tsx                           | TypeScript JSX     |         66 |          1 |          9 |         76 |
| c:\omnora OS\frontend\src\context\RenderPipelineContext.tsx                   | TypeScript JSX     |        121 |          2 |         18 |        141 |
| c:\omnora OS\frontend\src\context\StorefrontContext.tsx                       | TypeScript JSX     |        421 |          9 |         55 |        485 |
| c:\omnora OS\frontend\src\context\ThemeContext.tsx                            | TypeScript JSX     |         48 |          1 |         13 |         62 |
| c:\omnora OS\frontend\src\context\Toast.css                                   | CSS                |        121 |          0 |         18 |        139 |
| c:\omnora OS\frontend\src\context\ToastContext.tsx                            | TypeScript JSX     |         70 |          3 |         14 |         87 |
| c:\omnora OS\frontend\src\data\fallbackProducts.ts                            | TypeScript         |         92 |          0 |          0 |         92 |
| c:\omnora OS\frontend\src\hooks\BindResolver.ts                               | TypeScript         |        122 |          8 |         25 |        155 |
| c:\omnora OS\frontend\src\hooks\useBuilderInteractionStore.ts                 | TypeScript         |         91 |          5 |         20 |        116 |
| c:\omnora OS\frontend\src\hooks\useCart.ts                                    | TypeScript         |         45 |          0 |          4 |         49 |
| c:\omnora OS\frontend\src\hooks\useHistory.ts                                 | TypeScript         |         35 |          5 |          9 |         49 |
| c:\omnora OS\frontend\src\hooks\useImageLoader.ts                             | TypeScript         |         73 |         27 |         23 |        123 |
| c:\omnora OS\frontend\src\hooks\useInventorySync.ts                           | TypeScript         |         62 |          4 |         12 |         78 |
| c:\omnora OS\frontend\src\hooks\useJobPolling.ts                              | TypeScript         |         46 |          1 |          6 |         53 |
| c:\omnora OS\frontend\src\hooks\useMinimumLoadingTime.ts                      | TypeScript         |         31 |          0 |          6 |         37 |
| c:\omnora OS\frontend\src\hooks\useNodeSelector.ts                            | TypeScript         |         68 |          5 |         14 |         87 |
| c:\omnora OS\frontend\src\hooks\useScrollReveal.ts                            | TypeScript         |         26 |          1 |          7 |         34 |
| c:\omnora OS\frontend\src\hooks\useStoreHydration.ts                          | TypeScript         |         26 |          2 |          4 |         32 |
| c:\omnora OS\frontend\src\hooks\useStorefront.ts                              | TypeScript         |         55 |          6 |         11 |         72 |
| c:\omnora OS\frontend\src\index.css                                           | CSS                |        530 |          0 |         89 |        619 |
| c:\omnora OS\frontend\src\lib\CommandExecutor.ts                              | TypeScript         |         47 |          1 |          6 |         54 |
| c:\omnora OS\frontend\src\lib\GeoService.ts                                   | TypeScript         |         31 |          1 |          7 |         39 |
| c:\omnora OS\frontend\src\lib\LocalAIEngine.ts                                | TypeScript         |        241 |          9 |         58 |        308 |
| c:\omnora OS\frontend\src\lib\SuperAdminClient.ts                             | TypeScript         |         51 |          2 |         11 |         64 |
| c:\omnora OS\frontend\src\lib\cinematicStyles.ts                              | TypeScript         |        251 |         15 |         41 |        307 |
| c:\omnora OS\frontend\src\lib\loadingManager.ts                               | TypeScript         |        135 |         20 |         27 |        182 |
| c:\omnora OS\frontend\src\lib\mediaUploader.ts                                | TypeScript         |         95 |          9 |         20 |        124 |
| c:\omnora OS\frontend\src\lib\supabaseClient.ts                               | TypeScript         |         73 |          1 |         10 |         84 |
| c:\omnora OS\frontend\src\main.tsx                                            | TypeScript JSX     |        132 |         10 |         11 |        153 |
| c:\omnora OS\frontend\src\pages\About.css                                     | CSS                |        202 |          0 |         39 |        241 |
| c:\omnora OS\frontend\src\pages\About.tsx                                     | TypeScript JSX     |        138 |          6 |         15 |        159 |
| c:\omnora OS\frontend\src\pages\AdminAnalytics.css                            | CSS                |        241 |          0 |         35 |        276 |
| c:\omnora OS\frontend\src\pages\AdminAnalytics.tsx                            | TypeScript JSX     |        152 |          9 |         15 |        176 |
| c:\omnora OS\frontend\src\pages\AdminApprove.css                              | CSS                |        207 |          0 |         30 |        237 |
| c:\omnora OS\frontend\src\pages\AdminApprove.tsx                              | TypeScript JSX     |         94 |          1 |         18 |        113 |
| c:\omnora OS\frontend\src\pages\AdminDashboard.css                            | CSS                |      1,118 |          0 |        172 |      1,290 |
| c:\omnora OS\frontend\src\pages\AdminDashboard.tsx                            | TypeScript JSX     |        201 |          9 |         25 |        235 |
| c:\omnora OS\frontend\src\pages\AdminOrders.css                               | CSS                |        307 |          0 |         49 |        356 |
| c:\omnora OS\frontend\src\pages\AdminOrders.tsx                               | TypeScript JSX     |        223 |          1 |         16 |        240 |
| c:\omnora OS\frontend\src\pages\AdminProducts.css                             | CSS                |        331 |          0 |         53 |        384 |
| c:\omnora OS\frontend\src\pages\AdminProducts.tsx                             | TypeScript JSX     |        220 |          0 |         20 |        240 |
| c:\omnora OS\frontend\src\pages\AdminUsers.css                                | CSS                |        225 |          0 |         32 |        257 |
| c:\omnora OS\frontend\src\pages\AdminUsers.tsx                                | TypeScript JSX     |        163 |          1 |         17 |        181 |
| c:\omnora OS\frontend\src\pages\Cart.css                                      | CSS                |        222 |          0 |         36 |        258 |
| c:\omnora OS\frontend\src\pages\Cart.tsx                                      | TypeScript JSX     |        177 |          0 |        179 |        356 |
| c:\omnora OS\frontend\src\pages\Checkout.css                                  | CSS                |        278 |          0 |         39 |        317 |
| c:\omnora OS\frontend\src\pages\Checkout.tsx                                  | TypeScript JSX     |        482 |         11 |         44 |        537 |
| c:\omnora OS\frontend\src\pages\Collection.css                                | CSS                |        554 |          0 |         91 |        645 |
| c:\omnora OS\frontend\src\pages\Collection.tsx                                | TypeScript JSX     |        229 |         13 |         28 |        270 |
| c:\omnora OS\frontend\src\pages\Contact.css                                   | CSS                |        136 |          0 |         22 |        158 |
| c:\omnora OS\frontend\src\pages\FAQ.css                                       | CSS                |        148 |          0 |         25 |        173 |
| c:\omnora OS\frontend\src\pages\Home.tsx                                      | TypeScript JSX     |        382 |          9 |         35 |        426 |
| c:\omnora OS\frontend\src\pages\HomeWithAds.tsx                               | TypeScript JSX     |         14 |          4 |          4 |         22 |
| c:\omnora OS\frontend\src\pages\LegalPages.css                                | CSS                |         94 |          0 |         16 |        110 |
| c:\omnora OS\frontend\src\pages\Login.css                                     | CSS                |        215 |          0 |         31 |        246 |
| c:\omnora OS\frontend\src\pages\Login.tsx                                     | TypeScript JSX     |        255 |         12 |        190 |        457 |
| c:\omnora OS\frontend\src\pages\NotFound.css                                  | CSS                |         42 |          0 |          7 |         49 |
| c:\omnora OS\frontend\src\pages\NotFound.tsx                                  | TypeScript JSX     |         28 |          0 |          3 |         31 |
| c:\omnora OS\frontend\src\pages\OmnoraCollection.css                          | CSS                |        348 |          0 |         56 |        404 |
| c:\omnora OS\frontend\src\pages\OmnoraContact.css                             | CSS                |        201 |          0 |         36 |        237 |
| c:\omnora OS\frontend\src\pages\OmnoraContact.tsx                             | TypeScript JSX     |        162 |          5 |         20 |        187 |
| c:\omnora OS\frontend\src\pages\OmnoraFAQ.css                                 | CSS                |        192 |          0 |         35 |        227 |
| c:\omnora OS\frontend\src\pages\OmnoraFAQ.tsx                                 | TypeScript JSX     |        123 |          5 |         18 |        146 |
| c:\omnora OS\frontend\src\pages\OmnoraFinal.css                               | CSS                |        800 |          0 |        112 |        912 |
| c:\omnora OS\frontend\src\pages\OrderConfirmation.css                         | CSS                |        210 |          0 |         33 |        243 |
| c:\omnora OS\frontend\src\pages\OrderConfirmation.tsx                         | TypeScript JSX     |        149 |         13 |         19 |        181 |
| c:\omnora OS\frontend\src\pages\OrderDetail.css                               | CSS                |        213 |          0 |         34 |        247 |
| c:\omnora OS\frontend\src\pages\OrderDetail.tsx                               | TypeScript JSX     |        231 |         11 |         23 |        265 |
| c:\omnora OS\frontend\src\pages\PaymentSuccess.css                            | CSS                |        126 |          0 |         20 |        146 |
| c:\omnora OS\frontend\src\pages\PaymentSuccess.tsx                            | TypeScript JSX     |         50 |          3 |          9 |         62 |
| c:\omnora OS\frontend\src\pages\Privacy.tsx                                   | TypeScript JSX     |         41 |          0 |          5 |         46 |
| c:\omnora OS\frontend\src\pages\Product.css                                   | CSS                |        241 |          0 |         37 |        278 |
| c:\omnora OS\frontend\src\pages\Product.tsx                                   | TypeScript JSX     |        227 |         10 |         33 |        270 |
| c:\omnora OS\frontend\src\pages\Profile.css                                   | CSS                |        226 |          0 |         35 |        261 |
| c:\omnora OS\frontend\src\pages\Profile.tsx                                   | TypeScript JSX     |        266 |          7 |         21 |        294 |
| c:\omnora OS\frontend\src\pages\Register.tsx                                  | TypeScript JSX     |          9 |          1 |          4 |         14 |
| c:\omnora OS\frontend\src\pages\RoleSelector.css                              | CSS                |         43 |          0 |          5 |         48 |
| c:\omnora OS\frontend\src\pages\SellerDashboard.css                           | CSS                |        275 |          0 |         41 |        316 |
| c:\omnora OS\frontend\src\pages\SellerDashboard.tsx                           | TypeScript JSX     |        395 |         21 |         43 |        459 |
| c:\omnora OS\frontend\src\pages\SizeGuide.tsx                                 | TypeScript JSX     |         78 |          0 |          5 |         83 |
| c:\omnora OS\frontend\src\pages\StorefrontTestPage.tsx                        | TypeScript JSX     |         60 |          1 |          6 |         67 |
| c:\omnora OS\frontend\src\pages\Terms.tsx                                     | TypeScript JSX     |         45 |          0 |          6 |         51 |
| c:\omnora OS\frontend\src\pages\Wishlist.css                                  | CSS                |        126 |          0 |         20 |        146 |
| c:\omnora OS\frontend\src\pages\Wishlist.tsx                                  | TypeScript JSX     |        141 |          6 |         17 |        164 |
| c:\omnora OS\frontend\src\pages\admin\Billing.tsx                             | TypeScript JSX     |        135 |          0 |         14 |        149 |
| c:\omnora OS\frontend\src\pages\admin\VariantManager.tsx                      | TypeScript JSX     |        117 |          2 |         11 |        130 |
| c:\omnora OS\frontend\src\pages\builder\BuilderHelpPage.tsx                   | TypeScript JSX     |        292 |          5 |         15 |        312 |
| c:\omnora OS\frontend\src\pages\index.css                                     | CSS                |          5 |          0 |          2 |          7 |
| c:\omnora OS\frontend\src\pages\marketing\LandingPage.tsx                     | TypeScript JSX     |        108 |          5 |         12 |        125 |
| c:\omnora OS\frontend\src\pages\seller\SellerProfile.tsx                      | TypeScript JSX     |        309 |         12 |         33 |        354 |
| c:\omnora OS\frontend\src\pages\super-admin\Payments.tsx                      | TypeScript JSX     |         66 |          0 |          7 |         73 |
| c:\omnora OS\frontend\src\pages\super-admin\SuperAdminPaymentController.ts    | TypeScript         |         46 |          4 |         11 |         61 |
| c:\omnora OS\frontend\src\platform\ai\DataCruncher.ts                         | TypeScript         |         84 |         10 |         14 |        108 |
| c:\omnora OS\frontend\src\platform\client\AssetContext.tsx                    | TypeScript JSX     |        108 |          1 |         10 |        119 |
| c:\omnora OS\frontend\src\platform\client\ComponentWrapper.tsx                | TypeScript JSX     |        111 |          2 |         12 |        125 |
| c:\omnora OS\frontend\src\platform\client\OmnoraContext.tsx                   | TypeScript JSX     |         66 |          1 |          9 |         76 |
| c:\omnora OS\frontend\src\platform\client\OmnoraRenderer.tsx                  | TypeScript JSX     |        161 |         10 |         25 |        196 |
| c:\omnora OS\frontend\src\platform\client\bootstrap.tsx                       | TypeScript JSX     |        263 |          9 |         25 |        297 |
| c:\omnora OS\frontend\src\platform\components\OmnoraBlocks.tsx                | TypeScript JSX     |        554 |          9 |         70 |        633 |
| c:\omnora OS\frontend\src\platform\core\AnalyticsClient.ts                    | TypeScript         |         93 |          8 |         22 |        123 |
| c:\omnora OS\frontend\src\platform\core\CartStore.ts                          | TypeScript         |        227 |         12 |         41 |        280 |
| c:\omnora OS\frontend\src\platform\core\DataLink.ts                           | TypeScript         |         33 |          0 |          5 |         38 |
| c:\omnora OS\frontend\src\platform\core\DatabaseClient.ts                     | TypeScript         |        422 |         20 |         63 |        505 |
| c:\omnora OS\frontend\src\platform\core\DatabaseTypes.ts                      | TypeScript         |        179 |         10 |         28 |        217 |
| c:\omnora OS\frontend\src\platform\core\Dispatcher.ts                         | TypeScript         |        119 |          3 |         29 |        151 |
| c:\omnora OS\frontend\src\platform\core\DomainRouter.ts                       | TypeScript         |        115 |          8 |         16 |        139 |
| c:\omnora OS\frontend\src\platform\core\Logger.ts                             | TypeScript         |         21 |          0 |          4 |         25 |
| c:\omnora OS\frontend\src\platform\core\NodeStore.ts                          | TypeScript         |         69 |          1 |         16 |         86 |
| c:\omnora OS\frontend\src\platform\core\OrderStore.ts                         | TypeScript         |        152 |          7 |         38 |        197 |
| c:\omnora OS\frontend\src\platform\core\Registry.ts                           | TypeScript         |        160 |          3 |         16 |        179 |
| c:\omnora OS\frontend\src\platform\core\StorageClient.ts                      | TypeScript         |         91 |          5 |         27 |        123 |
| c:\omnora OS\frontend\src\platform\core\SupabaseDatabaseClient.ts             | TypeScript         |        727 |         30 |        113 |        870 |
| c:\omnora OS\frontend\src\platform\core\SupabaseStorageClient.ts              | TypeScript         |         82 |          4 |         20 |        106 |
| c:\omnora OS\frontend\src\platform\core\SymbolManager.ts                      | TypeScript         |        127 |          9 |         26 |        162 |
| c:\omnora OS\frontend\src\platform\core\TemplateResolver.ts                   | TypeScript         |        162 |          3 |         24 |        189 |
| c:\omnora OS\frontend\src\platform\core\normalize.ts                          | TypeScript         |         97 |          3 |         12 |        112 |
| c:\omnora OS\frontend\src\platform\core\types.ts                              | TypeScript         |         66 |          3 |          7 |         76 |
| c:\omnora OS\frontend\src\platform\forge\ForgeController.ts                   | TypeScript         |        181 |         10 |         38 |        229 |
| c:\omnora OS\frontend\src\platform\kernel\KernelTester.ts                     | TypeScript         |         93 |          8 |         15 |        116 |
| c:\omnora OS\frontend\src\platform\kernel\MigrationScript.ts                  | TypeScript         |         30 |          4 |          7 |         41 |
| c:\omnora OS\frontend\src\platform\kernel\NewPageInitializer.ts               | TypeScript         |         31 |          0 |          1 |         32 |
| c:\omnora OS\frontend\src\platform\kernel\OmnoraBootloader.ts                 | TypeScript         |         67 |          3 |         11 |         81 |
| c:\omnora OS\frontend\src\platform\kernel\OmnoraKernel.ts                     | TypeScript         |         91 |          7 |         20 |        118 |
| c:\omnora OS\frontend\src\platform\library\Blocks.tsx                         | TypeScript JSX     |        140 |          1 |         12 |        153 |
| c:\omnora OS\frontend\src\platform\library\EditableComponents.tsx             | TypeScript JSX     |        551 |         13 |         66 |        630 |
| c:\omnora OS\frontend\src\platform\library\modules\DiscoveryEngine.tsx        | TypeScript JSX     |        169 |          2 |         20 |        191 |
| c:\omnora OS\frontend\src\platform\library\modules\ElementControlLayer.tsx    | TypeScript JSX     |      1,338 |         46 |        124 |      1,508 |
| c:\omnora OS\frontend\src\platform\library\modules\FeatureGridv5.tsx          | TypeScript JSX     |        167 |          5 |         12 |        184 |
| c:\omnora OS\frontend\src\platform\library\modules\FeatureModule.tsx          | TypeScript JSX     |        103 |          3 |         11 |        117 |
| c:\omnora OS\frontend\src\platform\library\modules\HeaderModule.tsx           | TypeScript JSX     |        116 |          3 |          9 |        128 |
| c:\omnora OS\frontend\src\platform\library\modules\HeroModule.tsx             | TypeScript JSX     |        157 |         10 |         22 |        189 |
| c:\omnora OS\frontend\src\platform\library\modules\IntelligenceModules.tsx    | TypeScript JSX     |        113 |          2 |         14 |        129 |
| c:\omnora OS\frontend\src\platform\library\modules\ProductModule.tsx          | TypeScript JSX     |        155 |          9 |         23 |        187 |
| c:\omnora OS\frontend\src\platform\library\modules\PromoModule.tsx            | TypeScript JSX     |        107 |          3 |         11 |        121 |
| c:\omnora OS\frontend\src\platform\library\modules\ReviewModule.tsx           | TypeScript JSX     |         94 |          2 |         10 |        106 |
| c:\omnora OS\frontend\src\platform\library\modules\SelectionEngine.tsx        | TypeScript JSX     |        192 |          0 |         23 |        215 |
| c:\omnora OS\frontend\src\platform\library\modules\SocialProofModule.tsx      | TypeScript JSX     |         66 |          0 |         10 |         76 |
| c:\omnora OS\frontend\src\platform\library\modules\StockScarcityModule.tsx    | TypeScript JSX     |         41 |          0 |          6 |         47 |
| c:\omnora OS\frontend\src\platform\library\modules\TransactionModule.tsx      | TypeScript JSX     |        139 |          3 |         11 |        153 |
| c:\omnora OS\frontend\src\platform\library\modules\TransactionPipeline.tsx    | TypeScript JSX     |        122 |          0 |         15 |        137 |
| c:\omnora OS\frontend\src\platform\library\modules\TrustEngine.tsx            | TypeScript JSX     |         53 |          0 |         10 |         63 |
| c:\omnora OS\frontend\src\platform\library\modules\TrustModule.tsx            | TypeScript JSX     |        148 |          7 |         19 |        174 |
| c:\omnora OS\frontend\src\platform\library\modules\UrgencyTimerModule.tsx     | TypeScript JSX     |        104 |          4 |         19 |        127 |
| c:\omnora OS\frontend\src\platform\navigation\LinkResolver.tsx                | TypeScript JSX     |         73 |          1 |         10 |         84 |
| c:\omnora OS\frontend\src\platform\publish\CleanRenderer.tsx                  | TypeScript JSX     |        274 |         19 |         46 |        339 |
| c:\omnora OS\frontend\src\platform\publish\Publisher.ts                       | TypeScript         |        162 |         10 |         30 |        202 |
| c:\omnora OS\frontend\src\platform\publish\RobustRenderer.tsx                 | TypeScript JSX     |        119 |          3 |         22 |        144 |
| c:\omnora OS\frontend\src\platform\publish\StorefrontApp.tsx                  | TypeScript JSX     |        232 |         16 |         38 |        286 |
| c:\omnora OS\frontend\src\routes.ts                                           | TypeScript         |         19 |          0 |          1 |         20 |
| c:\omnora OS\frontend\src\services\AbandonedCartService.ts                    | TypeScript         |        102 |          3 |         12 |        117 |
| c:\omnora OS\frontend\src\services\CheckoutService.ts                         | TypeScript         |         40 |          2 |          5 |         47 |
| c:\omnora OS\frontend\src\services\StorefrontCacheService.ts                  | TypeScript         |        111 |          0 |         15 |        126 |
| c:\omnora OS\frontend\src\store\cartStore.ts                                  | TypeScript         |         99 |          4 |         19 |        122 |
| c:\omnora OS\frontend\src\stores\SyncManager.ts                               | TypeScript         |         88 |          8 |         17 |        113 |
| c:\omnora OS\frontend\src\stores\useBuilderStore.ts                           | TypeScript         |        243 |         26 |         61 |        330 |
| c:\omnora OS\frontend\src\stores\useGlobalThemeStore.ts                       | TypeScript         |        257 |         14 |         46 |        317 |
| c:\omnora OS\frontend\src\stores\useProductDraftStore.ts                      | TypeScript         |        144 |         15 |         33 |        192 |
| c:\omnora OS\frontend\src\stores\useSettingsStore.ts                          | TypeScript         |         83 |          2 |         15 |        100 |
| c:\omnora OS\frontend\src\styles\Animations.css                               | CSS                |        140 |          0 |         31 |        171 |
| c:\omnora OS\frontend\src\styles\Home.css                                     | CSS                |        335 |          0 |         52 |        387 |
| c:\omnora OS\frontend\src\styles\collection.css                               | CSS                |        165 |          0 |         28 |        193 |
| c:\omnora OS\frontend\src\styles\product.css                                  | CSS                |        209 |          0 |         33 |        242 |
| c:\omnora OS\frontend\src\styles\theme.css                                    | CSS                |        235 |          0 |         41 |        276 |
| c:\omnora OS\frontend\src\utils\CouponValidator.ts                            | TypeScript         |         69 |          2 |         12 |         83 |
| c:\omnora OS\frontend\src\utils\ImageResizer.ts                               | TypeScript         |         35 |          7 |          7 |         49 |
| c:\omnora OS\frontend\src\utils\InvoiceGenerator.ts                           | TypeScript         |         54 |          7 |         15 |         76 |
| c:\omnora OS\frontend\src\utils\JsonLdGenerator.ts                            | TypeScript         |         61 |          2 |          7 |         70 |
| c:\omnora OS\frontend\src\utils\MediaProcessor.ts                             | TypeScript         |         52 |          1 |          9 |         62 |
| c:\omnora OS\frontend\src\utils\OgImageGenerator.ts                           | TypeScript         |         31 |          2 |          6 |         39 |
| c:\omnora OS\frontend\src\utils\OrderMessageUtility.ts                        | TypeScript         |         50 |          0 |          7 |         57 |
| c:\omnora OS\frontend\src\utils\PixelManager.ts                               | TypeScript         |         72 |          5 |         12 |         89 |
| c:\omnora OS\frontend\src\utils\PriceLogic.ts                                 | TypeScript         |         21 |          2 |          7 |         30 |
| c:\omnora OS\frontend\src\utils\SEOManager.ts                                 | TypeScript         |         45 |          7 |         10 |         62 |
| c:\omnora OS\frontend\src\utils\ThemeVariableGenerator.ts                     | TypeScript         |         50 |          1 |         11 |         62 |
| c:\omnora OS\frontend\src\utils\VariantMatrixEngine.ts                        | TypeScript         |         52 |          2 |          9 |         63 |
| c:\omnora OS\frontend\src\utils\builderUtils.ts                               | TypeScript         |        109 |          3 |         21 |        133 |
| c:\omnora OS\frontend\src\utils\dns-check.ts                                  | TypeScript         |         41 |          0 |          7 |         48 |
| c:\omnora OS\frontend\src\utils\imageAnalysis.ts                              | TypeScript         |         63 |          7 |          9 |         79 |
| c:\omnora OS\frontend\src\utils\nodeCloner.ts                                 | TypeScript         |         28 |          1 |          7 |         36 |
| c:\omnora OS\frontend\src\utils\productTransformer.ts                         | TypeScript         |         50 |          1 |          5 |         56 |
| c:\omnora OS\frontend\src\utils\slugify.ts                                    | TypeScript         |         14 |          0 |          2 |         16 |
| c:\omnora OS\frontend\src\utils\stressTest.ts                                 | TypeScript         |         46 |          4 |         11 |         61 |
| c:\omnora OS\frontend\src\utils\whatsappOrderService.ts                       | TypeScript         |        130 |          6 |         25 |        161 |
| c:\omnora OS\frontend\src\vite-env.d.ts                                       | TypeScript         |         24 |          1 |          7 |         32 |
| c:\omnora OS\frontend\tailwind.config.js                                      | JavaScript         |         25 |          0 |          1 |         26 |
| c:\omnora OS\frontend\tmp\inspect_merchants.js                                | JavaScript         |         27 |          1 |          7 |         35 |
| c:\omnora OS\frontend\tsconfig.json                                           | JSON with Comments |         17 |          0 |          2 |         19 |
| c:\omnora OS\frontend\vercel.json                                             | JSON               |          8 |          0 |          0 |          8 |
| c:\omnora OS\frontend\vite.config.ts                                          | TypeScript         |        180 |          3 |          2 |        185 |
| c:\omnora OS\gsgbackend\BULLMQ_STATUS.md                                      | Markdown           |        104 |          0 |         32 |        136 |
| c:\omnora OS\gsgbackend\COLLECTION_PAGE_FIX.md                                | Markdown           |         99 |          0 |         22 |        121 |
| c:\omnora OS\gsgbackend\MONGODB_SETUP.md                                      | Markdown           |        112 |          0 |         53 |        165 |
| c:\omnora OS\gsgbackend\PRODUCTION_READINESS.md                               | Markdown           |        112 |          0 |         34 |        146 |
| c:\omnora OS\gsgbackend\README.md                                             | Markdown           |         82 |          0 |         29 |        111 |
| c:\omnora OS\gsgbackend\SECURITY_FIXES.md                                     | Markdown           |         86 |          0 |         22 |        108 |
| c:\omnora OS\gsgbackend\bootstrap.js                                          | JavaScript         |         80 |         14 |         19 |        113 |
| c:\omnora OS\gsgbackend\check_status.js                                       | JavaScript         |          7 |          0 |          1 |          8 |
| c:\omnora OS\gsgbackend\config\env.js                                         | JavaScript         |        121 |          6 |         18 |        145 |
| c:\omnora OS\gsgbackend\config\supabaseAdmin.js                               | JavaScript         |         16 |          0 |          5 |         21 |
| c:\omnora OS\gsgbackend\config\supabaseClient.js                              | JavaScript         |         18 |          2 |          7 |         27 |
| c:\omnora OS\gsgbackend\controllers\adminController.js                        | JavaScript         |        194 |          4 |         30 |        228 |
| c:\omnora OS\gsgbackend\controllers\aiController.js                           | JavaScript         |         58 |          3 |         11 |         72 |
| c:\omnora OS\gsgbackend\controllers\analyticsController.js                    | JavaScript         |         82 |          4 |         12 |         98 |
| c:\omnora OS\gsgbackend\controllers\authController.js                         | JavaScript         |        184 |         26 |         36 |        246 |
| c:\omnora OS\gsgbackend\controllers\cartController.js                         | JavaScript         |        217 |          0 |         32 |        249 |
| c:\omnora OS\gsgbackend\controllers\contactController.js                      | JavaScript         |         64 |          3 |         14 |         81 |
| c:\omnora OS\gsgbackend\controllers\domainController.js                       | JavaScript         |         62 |          3 |          9 |         74 |
| c:\omnora OS\gsgbackend\controllers\inventoryController.js                    | JavaScript         |        354 |          4 |         48 |        406 |
| c:\omnora OS\gsgbackend\controllers\mediaController.js                        | JavaScript         |         72 |          2 |         13 |         87 |
| c:\omnora OS\gsgbackend\controllers\newsletterController.js                   | JavaScript         |         59 |          3 |         12 |         74 |
| c:\omnora OS\gsgbackend\controllers\orderController.js                        | JavaScript         |        616 |         43 |         96 |        755 |
| c:\omnora OS\gsgbackend\controllers\paymentController.js                      | JavaScript         |         96 |          2 |         10 |        108 |
| c:\omnora OS\gsgbackend\controllers\phase1Controller.js                       | JavaScript         |        467 |         12 |         93 |        572 |
| c:\omnora OS\gsgbackend\controllers\phase2Controller.js                       | JavaScript         |        687 |         36 |        131 |        854 |
| c:\omnora OS\gsgbackend\controllers\phase3Controller.js                       | JavaScript         |        808 |         54 |        155 |      1,017 |
| c:\omnora OS\gsgbackend\controllers\productController.js                      | JavaScript         |        296 |          2 |         41 |        339 |
| c:\omnora OS\gsgbackend\controllers\recommendationController.js               | JavaScript         |        213 |          1 |         32 |        246 |
| c:\omnora OS\gsgbackend\controllers\reviewController.js                       | JavaScript         |        333 |          6 |         51 |        390 |
| c:\omnora OS\gsgbackend\controllers\searchController.js                       | JavaScript         |        248 |          3 |         29 |        280 |
| c:\omnora OS\gsgbackend\controllers\userController.js                         | JavaScript         |        243 |          3 |         48 |        294 |
| c:\omnora OS\gsgbackend\controllers\webhookController.js                      | JavaScript         |        116 |         13 |         17 |        146 |
| c:\omnora OS\gsgbackend\controllers\wishlistController.js                     | JavaScript         |        357 |          2 |         52 |        411 |
| c:\omnora OS\gsgbackend\data\admin_action_logs.json                           | JSON               |          1 |          0 |          0 |          1 |
| c:\omnora OS\gsgbackend\data\defaultProducts.js                               | JavaScript         |         87 |          2 |          3 |         92 |
| c:\omnora OS\gsgbackend\data\event.json                                       | JSON               |      8,872 |          0 |          0 |      8,872 |
| c:\omnora OS\gsgbackend\data\orders.json                                      | JSON               |          1 |          0 |          0 |          1 |
| c:\omnora OS\gsgbackend\data\product.json                                     | JSON               |     10,686 |          0 |          0 |     10,686 |
| c:\omnora OS\gsgbackend\data\products.json                                    | JSON               |         80 |          0 |          0 |         80 |
| c:\omnora OS\gsgbackend\data\sitecontent.json                                 | JSON               |        520 |          0 |          0 |        520 |
| c:\omnora OS\gsgbackend\data\user.json                                        | JSON               |        257 |          0 |          0 |        257 |
| c:\omnora OS\gsgbackend\data\users.json                                       | JSON               |         26 |          0 |          0 |         26 |
| c:\omnora OS\gsgbackend\docs\API_OPERATIONS.md                                | Markdown           |         42 |          0 |         18 |         60 |
| c:\omnora OS\gsgbackend\docs\RUNBOOK_ARCHITECTURE.md                          | Markdown           |         32 |          0 |         19 |         51 |
| c:\omnora OS\gsgbackend\ecosystem.config.js                                   | JavaScript         |         53 |          0 |          2 |         55 |
| c:\omnora OS\gsgbackend\email-templates\order-cancelled.html                  | HTML               |         60 |          0 |         11 |         71 |
| c:\omnora OS\gsgbackend\email-templates\order-delivered.html                  | HTML               |         60 |          0 |         10 |         70 |
| c:\omnora OS\gsgbackend\email-templates\order-placed.html                     | HTML               |         71 |          0 |         12 |         83 |
| c:\omnora OS\gsgbackend\email-templates\order-shipped.html                    | HTML               |         69 |          0 |         12 |         81 |
| c:\omnora OS\gsgbackend\email-templates\payment-approved.html                 | HTML               |         69 |          0 |         12 |         81 |
